city,city_ascii,state_id,state_name,county_name,county_fips,zip,lat,lng,population,source,id
Palmerton,Palmerton,PA,Pennsylvania,Carbon,42025,18071,40.8014826,-75.6101868,5414,polygon,1840003564
Parryville,Parryville,PA,Pennsylvania,Carbon,42025,18244 18235 18071,40.8181483,-75.6726885,525,polygon,1840003565
Summit Hill,Summit Hill,PA,Pennsylvania,Carbon,42025,18250,40.8248121,-75.8710312,3034,polygon,1840003566
McAdoo,McAdoo,PA,Pennsylvania,Carbon,42025,18237,40.9015947284,-75.9916595367,2300,polygon,1840003567
Bessemer,Bessemer,PA,Pennsylvania,Lawrence,42073,16112,40.9747827,-80.4936795,1111,polygon,1840003568
Ellport,Ellport,PA,Pennsylvania,Lawrence,42073,16117,40.8639527,-80.2589508,1180,polygon,1840003569
Enon Valley,Enon Valley,PA,Pennsylvania,Lawrence,42073,16120,40.8547846,-80.4570111,306,polygon,1840003570
New Beaver,New Beaver,PA,Pennsylvania,Lawrence,42073,16141 16157,40.8764516,-80.3706202,1502,polygon,1840003571
Alpha,Alpha,NJ,New Jersey,Warren,34041,08865,40.6670439,-75.1573972,2369,polygon,1840003572
Hackettstown,Hackettstown,NJ,New Jersey,Warren,34041,07840,40.8539879,-74.8290555,9724,polygon,1840003573
Madison,Madison,NJ,New Jersey,Morris,34027,07940,40.7598227,-74.417097,15845,polygon,1840003574
Mendham,Mendham,NJ,New Jersey,Morris,34027,07945,40.7759334,-74.6007142,4981,polygon,1840003575
Morris Plains,Morris Plains,NJ,New Jersey,Morris,34027,07950,40.8217665,-74.4809884,5532,polygon,1840003576
Morristown,Morristown,NJ,New Jersey,Morris,34027,07960 07962 07963,40.7967667,-74.4815438,18411,polygon,1840003577
Mountain Lakes,Mountain Lakes,NJ,New Jersey,Morris,34027,07046,40.8948212,-74.4329314,4160,polygon,1840003578
Mount Arlington,Mount Arlington,NJ,New Jersey,Morris,34027,07850 07856,40.9259319,-74.6348829,5050,polygon,1840003579
Netcong,Netcong,NJ,New Jersey,Morris,34027,07857,40.8989877,-74.7065516,3232,polygon,1840003580
Dover,Dover,NJ,New Jersey,Morris,34027,07801 07802,40.883988,-74.5621025,18157,polygon,1840003581
Florham Park,Florham Park,NJ,New Jersey,Morris,34027,07961 07932,40.787878,-74.3882072,11696,polygon,1840003582
Pleasant Grove,Pleasant Grove,IA,Iowa,Des Moines,19057,52645,40.9675343,-91.2879294,,point,1840003583
Homewood,Homewood,PA,Pennsylvania,Beaver,42007,15010,40.813953,-80.32923,109,polygon,1840003584
Hookstown,Hookstown,PA,Pennsylvania,Beaver,42007,15050,40.5992324,-80.4728444,147,polygon,1840003585
Industry,Industry,PA,Pennsylvania,Beaver,42007,15009 15052,40.6445099,-80.4161761,1835,polygon,1840003586
Koppel,Koppel,PA,Pennsylvania,Beaver,42007,16136,40.8342305,-80.3222855,762,polygon,1840003587
Midland,Midland,PA,Pennsylvania,Beaver,42007,15059,40.6325655,-80.4464547,2635,polygon,1840003588
Burnham,Burnham,PA,Pennsylvania,Mifflin,42087,17009,40.6386823,-77.568605,2054,polygon,1840003589
Juniata Terrace,Juniata Terrace,PA,Pennsylvania,Mifflin,42087,17044,40.5856289,-77.5783262,542,polygon,1840003590
Kistler,Kistler,PA,Pennsylvania,Mifflin,42087,17066,40.3800776,-77.8683305,320,polygon,1840003591
Lewistown,Lewistown,PA,Pennsylvania,Mifflin,42087,17044,40.5992395,-77.571382,8338,polygon,1840003592
McVeytown,McVeytown,PA,Pennsylvania,Mifflin,42087,17051,40.4992419,-77.7413818,342,polygon,1840003593
Newton Hamilton,Newton Hamilton,PA,Pennsylvania,Mifflin,42087,17075 17066,40.3917443,-77.8369404,205,polygon,1840003594
Bayonne,Bayonne,NJ,New Jersey,Hudson,34017,07002,40.6687141,-74.1143091,63024,polygon,1840003595
East Newark,East Newark,NJ,New Jersey,Hudson,34017,07029,40.7484345,-74.1618108,2406,polygon,1840003596
Guttenberg,Guttenberg,NJ,New Jersey,Hudson,34017,07093,40.7920454,-74.0037505,11176,polygon,1840003597
Harrison,Harrison,NJ,New Jersey,Hudson,34017,07029,40.7464901,-74.1562551,13620,polygon,1840003598
Hoboken,Hoboken,NJ,New Jersey,Hudson,34017,07030,40.7439906,-74.0323626,50005,polygon,1840003599
Jersey City,Jersey City,NJ,New Jersey,Hudson,34017,07310 07311 07302 07307 07306 07305 07304 07097 07303 07308 07395 07399,40.7281575,-74.0776417,247597,polygon,1840003600
Kearny,Kearny,NJ,New Jersey,Hudson,34017,07032 07099,40.7684342,-74.1454214,40684,polygon,1840003601
Croton,Croton,IA,Iowa,Lee,19111,52626,40.5903147,-91.6907189,,point,1840003602
Mount Hamill,Mount Hamill,IA,Iowa,Lee,19111,52625,40.7505891,-91.6132153,,point,1840003603
Clinton,Clinton,NJ,New Jersey,Hunterdon,34019,08809,40.6367682,-74.90989,2719,polygon,1840003604
Flemington,Flemington,NJ,New Jersey,Hunterdon,34019,08822,40.5123258,-74.8593318,4581,polygon,1840003605
Frenchtown,Frenchtown,NJ,New Jersey,Hunterdon,34019,08825,40.5262138,-75.06156,1373,polygon,1840003606
Glen Gardner,Glen Gardner,NJ,New Jersey,Hunterdon,34019,08826,40.6967671,-74.9407248,1704,polygon,1840003607
Hampton,Hampton,NJ,New Jersey,Hunterdon,34019,08827,40.7070446,-74.9560032,1401,polygon,1840003608
High Bridge,High Bridge,NJ,New Jersey,Hunterdon,34019,08829,40.6670454,-74.8957231,3648,polygon,1840003609
Manville,Manville,NJ,New Jersey,Somerset,34035,08835,40.5409367,-74.587657,10344,polygon,1840003610
Far Hills,Far Hills,NJ,New Jersey,Somerset,34035,07931,40.684268,-74.6357148,919,polygon,1840003611
Mountainside,Mountainside,NJ,New Jersey,Union,34039,07092,40.6723242,-74.3573722,6685,polygon,1840003612
Elizabeth,Elizabeth,NJ,New Jersey,Union,34039,07208 07202 07201 07206 07207,40.6639916,-74.2107006,124969,polygon,1840003613
Fanwood,Fanwood,NJ,New Jersey,Union,34039,07023,40.6409358,-74.383484,7318,polygon,1840003614
Garwood,Garwood,NJ,New Jersey,Union,34039,07027,40.6517692,-74.3229264,4226,polygon,1840003615
Kenilworth,Kenilworth,NJ,New Jersey,Union,34039,07033,40.6764911,-74.2907032,7914,polygon,1840003616
Clay Center,Clay Center,NE,Nebraska,Clay,31035,68933,40.5216783,-98.055326,760,polygon,1840003617
Sutton,Sutton,NE,Nebraska,Clay,31035,68944 68979,40.6055658,-97.8592146,1502,polygon,1840003618
Mifflin,Mifflin,PA,Pennsylvania,Juniata,42067,17058,40.5695217,-77.4027674,642,polygon,1840003619
Mifflintown,Mifflintown,PA,Pennsylvania,Juniata,42067,17059,40.5697996,-77.3969339,936,polygon,1840003620
Port Royal,Port Royal,PA,Pennsylvania,Juniata,42067,17082,40.533412,-77.3855442,925,polygon,1840003621
Thompsontown,Thompsontown,PA,Pennsylvania,Juniata,42067,17094,40.5645255,-77.2372079,697,polygon,1840003622
Adamsburg,Adamsburg,PA,Pennsylvania,Westmoreland,42129,15611,40.3117361,-79.6561538,172,polygon,1840003623
Arnold,Arnold,PA,Pennsylvania,Westmoreland,42129,15068,40.5800669,-79.7667152,5157,polygon,1840003624
Arona,Arona,PA,Pennsylvania,Westmoreland,42129,15672 15617,40.2692366,-79.6614311,370,polygon,1840003625
Avonmore,Avonmore,PA,Pennsylvania,Westmoreland,42129,15618,40.5289548,-79.4614306,1011,polygon,1840003626
Bolivar,Bolivar,PA,Pennsylvania,Westmoreland,42129,15923,40.3970146,-79.1516989,465,polygon,1840003627
Delmont,Delmont,PA,Pennsylvania,Westmoreland,42129,15626,40.4131233,-79.5703201,2686,polygon,1840003628
Laurel Mountain,Laurel Mountain,PA,Pennsylvania,Westmoreland,42129,15658 15655,40.2111681,-79.1850112,167,polygon,1840003629
New Morgan,New Morgan,PA,Pennsylvania,Berks,42011,19543,40.180929,-75.8902108,71,polygon,1840003630
Monroeville,Monroeville,PA,Pennsylvania,Allegheny,42003,15146,40.4211798,-79.7881025,28386,polygon,1840003631
Plum,Plum,PA,Pennsylvania,Allegheny,42003,15139 15068 15239 15147,40.5003457,-79.7494911,27126,polygon,1840003632
Metuchen,Metuchen,NJ,New Jersey,Middlesex,34023,08840,40.5431598,-74.3632049,13574,polygon,1840003633
Dunellen,Dunellen,NJ,New Jersey,Middlesex,34023,08812,40.5892696,-74.4718201,7227,polygon,1840003634
Helmetta,Helmetta,NJ,New Jersey,Middlesex,34023,08828,40.3767741,-74.4245953,2178,polygon,1840003635
Highland Park,Highland Park,NJ,New Jersey,Middlesex,34023,08904,40.4959379,-74.4243178,13982,polygon,1840003636
Jamesburg,Jamesburg,NJ,New Jersey,Middlesex,34023,08831,40.3526079,-74.4401513,5915,polygon,1840003637
Allenport,Allenport,PA,Pennsylvania,Washington,42125,15412,40.0981287,-79.8489347,537,polygon,1840003638
Beallsville,Beallsville,PA,Pennsylvania,Washington,42125,15360 15313 15333,40.0653505,-80.023664,466,polygon,1840003639
Bentleyville,Bentleyville,PA,Pennsylvania,Washington,42125,15314,40.1167387,-80.0083855,2581,polygon,1840003640
Burgettstown,Burgettstown,PA,Pennsylvania,Washington,42125,15021,40.3820133,-80.3928423,1388,polygon,1840003641
California,California,PA,Pennsylvania,Washington,42125,15423 15419 15417,40.0656291,-79.891714,6795,polygon,1840003642
Canonsburg,Canonsburg,PA,Pennsylvania,Washington,42125,15317,40.2625702,-80.1872797,8992,polygon,1840003643
Centerville,Centerville,PA,Pennsylvania,Washington,42125,15333 15358 15417 15429,40.0453511,-79.9756065,3263,polygon,1840003644
Charleroi,Charleroi,PA,Pennsylvania,Washington,42125,15022,40.1378499,-79.8981035,4120,polygon,1840003645
Claysville,Claysville,PA,Pennsylvania,Washington,42125,15323,40.1178504,-80.4103439,829,polygon,1840003646
Coal Center,Coal Center,PA,Pennsylvania,Washington,42125,15423,40.0684067,-79.9017144,139,polygon,1840003647
Cokeburg,Cokeburg,PA,Pennsylvania,Washington,42125,15324,40.1011832,-80.0672766,630,polygon,1840003648
Deemston,Deemston,PA,Pennsylvania,Washington,42125,15360 15333,40.0259066,-80.0303312,722,polygon,1840003649
Donora,Donora,PA,Pennsylvania,Washington,42125,15033,40.1734049,-79.8575467,4781,polygon,1840003650
Dunlevy,Dunlevy,PA,Pennsylvania,Washington,42125,15432,40.1100729,-79.8514349,381,polygon,1840003651
East Washington,East Washington,PA,Pennsylvania,Washington,42125,15301,40.1736822,-80.23756,2234,polygon,1840003652
Elco,Elco,PA,Pennsylvania,Washington,42125,15423 15434,40.0775734,-79.8692131,323,polygon,1840003653
Ellsworth,Ellsworth,PA,Pennsylvania,Washington,42125,15331,40.1120165,-80.0172747,1027,polygon,1840003654
Finleyville,Finleyville,PA,Pennsylvania,Washington,42125,15332,40.2522922,-80.0028294,461,polygon,1840003655
Green Hills,Green Hills,PA,Pennsylvania,Washington,42125,15301,40.1136831,-80.2997849,29,polygon,1840003656
Houston,Houston,PA,Pennsylvania,Washington,42125,15317 15342,40.2464593,-80.2114472,1296,polygon,1840003657
Long Branch,Long Branch,PA,Pennsylvania,Washington,42125,15423,40.103684,-79.8692133,447,polygon,1840003658
Marianna,Marianna,PA,Pennsylvania,Washington,42125,15345 15370,40.0247953,-80.1000562,494,polygon,1840003659
Midway,Midway,PA,Pennsylvania,Washington,42125,15057 15060,40.3692358,-80.2928389,913,polygon,1840003660
Monongahela,Monongahela,PA,Pennsylvania,Washington,42125,15063,40.2031265,-79.9261603,4300,polygon,1840003661
New Eagle,New Eagle,PA,Pennsylvania,Washington,42125,15067,40.2078486,-79.9469943,2184,polygon,1840003662
North Charleroi,North Charleroi,PA,Pennsylvania,Washington,42125,15022,40.151183,-79.9075484,1313,polygon,1840003663
Roscoe,Roscoe,PA,Pennsylvania,Washington,42125,15477,40.0795178,-79.8656018,812,polygon,1840003664
Speers,Speers,PA,Pennsylvania,Washington,42125,15432 15022,40.1245169,-79.8797694,1154,polygon,1840003665
Stockdale,Stockdale,PA,Pennsylvania,Washington,42125,15483,40.0834067,-79.8481011,502,polygon,1840003666
Twilight,Twilight,PA,Pennsylvania,Washington,42125,15022,40.1128504,-79.8886586,233,polygon,1840003667
Washington,Washington,PA,Pennsylvania,Washington,42125,15301,40.17396,-80.2461714,13663,polygon,1840003668
West Brownsville,West Brownsville,PA,Pennsylvania,Washington,42125,15417,40.0242409,-79.8906026,992,polygon,1840003669
West Middletown,West Middletown,PA,Pennsylvania,Washington,42125,15379,40.2428487,-80.4272882,139,polygon,1840003670
Little Silver,Little Silver,NJ,New Jersey,Monmouth,34025,07739,40.3367769,-74.0470837,5950,polygon,1840003671
Loch Arbour,Loch Arbour,NJ,New Jersey,Monmouth,34025,07711,40.2328904,-74.0009703,194,polygon,1840003672
Long Branch,Long Branch,NJ,New Jersey,Monmouth,34025,07740,40.3042778,-73.9923596,30719,polygon,1840003673
Manasquan,Manasquan,NJ,New Jersey,Monmouth,34025,08736,40.126226,-74.049304,5897,polygon,1840003674
Matawan,Matawan,NJ,New Jersey,Monmouth,34025,07747,40.41483,-74.2295891,8810,polygon,1840003675
Avon-by-the-Sea,Avon-by-the-Sea,NJ,New Jersey,Monmouth,34025,07717,40.1923357,-74.0159703,1901,polygon,1840003676
Neptune City,Neptune City,NJ,New Jersey,Monmouth,34025,07753,40.2001133,-74.0279152,4869,polygon,1840003677
Deal,Deal,NJ,New Jersey,Monmouth,34025,07723,40.243168,-74.0006927,750,polygon,1840003678
Eatontown,Eatontown,NJ,New Jersey,Monmouth,34025,07724 07703 07799,40.2962222,-74.0509725,12709,polygon,1840003679
Englishtown,Englishtown,NJ,New Jersey,Monmouth,34025,07726,40.2973319,-74.3582041,1847,polygon,1840003680
Fair Haven,Fair Haven,NJ,New Jersey,Monmouth,34025,07704,40.3606653,-74.0381947,6121,polygon,1840003681
Allenhurst,Allenhurst,NJ,New Jersey,Monmouth,34025,07711,40.2362237,-74.0006926,496,polygon,1840003682
Allentown,Allentown,NJ,New Jersey,Monmouth,34025,08501,40.1778887,-74.5834887,1828,polygon,1840003683
Asbury Park,Asbury Park,NJ,New Jersey,Monmouth,34025,07712,40.2203907,-74.0120817,16116,polygon,1840003684
Atlantic Highlands,Atlantic Highlands,NJ,New Jersey,Monmouth,34025,07716,40.4078865,-74.034306,4385,polygon,1840003685
Farmingdale,Farmingdale,NJ,New Jersey,Monmouth,34025,07727,40.1965018,-74.1684757,1329,polygon,1840003686
Freehold,Freehold,NJ,New Jersey,Monmouth,34025,07728,40.260111,-74.2737573,12052,polygon,1840003687
Highlands,Highlands,NJ,New Jersey,Monmouth,34025,07732,40.40372,-73.991527,5005,polygon,1840003688
Interlaken,Interlaken,NJ,New Jersey,Monmouth,34025,07712,40.2334459,-74.015693,820,polygon,1840003689
Keansburg,Keansburg,NJ,New Jersey,Monmouth,34025,07734,40.4417743,-74.1298643,10105,polygon,1840003690
Keyport,Keyport,NJ,New Jersey,Monmouth,34025,07735,40.4331631,-74.1995883,7240,polygon,1840003691
Coshocton,Coshocton,OH,Ohio,Coshocton,39031,43812,40.2720151,-81.8595757,11216,polygon,1840003692
Ambler,Ambler,PA,Pennsylvania,Montgomery,42091,19002,40.1545535,-75.2215651,6417,polygon,1840003693
Bridgeport,Bridgeport,PA,Pennsylvania,Montgomery,42091,19405,40.1051084,-75.3451838,4554,polygon,1840003694
Bryn Athyn,Bryn Athyn,PA,Pennsylvania,Montgomery,42091,19009 19006,40.1314988,-75.0673938,1375,polygon,1840003695
Collegeville,Collegeville,PA,Pennsylvania,Montgomery,42091,19426,40.1856597,-75.451571,5089,polygon,1840003696
Conshohocken,Conshohocken,PA,Pennsylvania,Montgomery,42091,19428 19429,40.0792766,-75.3015714,7833,polygon,1840003697
East Greenville,East Greenville,PA,Pennsylvania,Montgomery,42091,18041,40.4064881,-75.5018478,2951,polygon,1840003698
Green Lane,Green Lane,PA,Pennsylvania,Montgomery,42091,18054,40.3367674,-75.4690674,508,polygon,1840003699
Hatboro,Hatboro,PA,Pennsylvania,Montgomery,42091,19040,40.1742757,-75.1068388,7360,polygon,1840003700
Hatfield,Hatfield,PA,Pennsylvania,Montgomery,42091,19440,40.2798274,-75.2993418,3290,polygon,1840003701
Jenkintown,Jenkintown,PA,Pennsylvania,Montgomery,42091,19046,40.0959438,-75.1251743,4422,polygon,1840003702
Lansdale,Lansdale,PA,Pennsylvania,Montgomery,42091,19446,40.2414952,-75.2837862,16269,polygon,1840003703
Narberth,Narberth,PA,Pennsylvania,Montgomery,42091,19072,40.0084456,-75.26046,4282,polygon,1840003704
Norristown,Norristown,PA,Pennsylvania,Montgomery,42091,19401 19404 19415,40.121497,-75.3399048,34324,polygon,1840003705
Ashley,Ashley,OH,Ohio,Delaware,39041,43003,40.4089499,-82.955461,1330,polygon,1840003706
Sunbury,Sunbury,OH,Ohio,Delaware,39041,43074,40.2425623,-82.8590673,4389,polygon,1840003707
Hightstown,Hightstown,NJ,New Jersey,Mercer,34021,08520,40.2695538,-74.5232089,5494,polygon,1840003708
Hopewell,Hopewell,NJ,New Jersey,Mercer,34021,08525,40.3892726,-74.7618285,1922,polygon,1840003709
Franklin,Franklin,NE,Nebraska,Franklin,31061,68939,40.0961242,-98.9525807,1000,polygon,1840003710
Akron,Akron,PA,Pennsylvania,Lancaster,42071,17501,40.1567616,-76.2021742,3876,polygon,1840003711
Christiana,Christiana,PA,Pennsylvania,Lancaster,42071,17509,39.9548262,-75.9968949,1168,polygon,1840003712
Columbia,Columbia,PA,Pennsylvania,Lancaster,42071,17512,40.0337085,-76.5044098,10400,polygon,1840003713
Denver,Denver,PA,Pennsylvania,Lancaster,42071,17517,40.2331483,-76.1371684,3861,polygon,1840003714
East Petersburg,East Petersburg,PA,Pennsylvania,Lancaster,42071,17520,40.1000961,-76.3541265,4506,polygon,1840003715
Elizabethtown,Elizabethtown,PA,Pennsylvania,Lancaster,42071,17022,40.1528719,-76.6027455,11545,polygon,1840003716
Ephrata,Ephrata,PA,Pennsylvania,Lancaster,42071,17522 17549,40.1798165,-76.1788391,13394,polygon,1840003717
Lancaster,Lancaster,PA,Pennsylvania,Lancaster,42071,17603 17602 17601 17604 17605 17607 17608 17622 17699,40.0378755,-76.3055144,59322,polygon,1840003718
Lititz,Lititz,PA,Pennsylvania,Lancaster,42071,17543,40.1573169,-76.3069014,9369,polygon,1840003719
Manheim,Manheim,PA,Pennsylvania,Lancaster,42071,17545,40.1634279,-76.3949615,4858,polygon,1840003720
Marietta,Marietta,PA,Pennsylvania,Lancaster,42071,17512 17547,40.0570411,-76.5521882,2588,polygon,1840003721
Millersville,Millersville,PA,Pennsylvania,Lancaster,42071,17551 17603,39.9978764,-76.3541274,8168,polygon,1840003722
Mount Joy,Mount Joy,PA,Pennsylvania,Lancaster,42071,17552,40.109818,-76.5032996,7410,polygon,1840003723
Mountville,Mountville,PA,Pennsylvania,Lancaster,42071,17554,40.0392642,-76.4307964,2802,polygon,1840003724
New Holland,New Holland,PA,Pennsylvania,Lancaster,42071,17557,40.1017643,-76.085227,5378,polygon,1840003725
Quarryville,Quarryville,PA,Pennsylvania,Lancaster,42071,17566,39.897047,-76.1635655,2576,polygon,1840003726
Strasburg,Strasburg,PA,Pennsylvania,Lancaster,42071,17579,39.9831559,-76.1841226,2809,polygon,1840003727
Terre Hill,Terre Hill,PA,Pennsylvania,Lancaster,42071,17581 17519,40.1573179,-76.0505007,1295,polygon,1840003728
Addison,Addison,PA,Pennsylvania,Somerset,42111,15411,39.7473003,-79.3392013,207,polygon,1840003729
Benson,Benson,PA,Pennsylvania,Somerset,42111,15935,40.2084096,-78.9278026,191,polygon,1840003730
Berlin,Berlin,PA,Pennsylvania,Somerset,42111,15530,39.9206363,-78.9578022,2104,polygon,1840003731
Boswell,Boswell,PA,Pennsylvania,Somerset,42111,15531,40.1614651,-79.0289161,1277,polygon,1840003732
Casselman,Casselman,PA,Pennsylvania,Somerset,42111,15557,39.8856332,-79.2114197,94,polygon,1840003733
Central City,Central City,PA,Pennsylvania,Somerset,42111,15926,40.1106341,-78.8019657,1124,polygon,1840003734
Confluence,Confluence,PA,Pennsylvania,Somerset,42111,15424,39.8128548,-79.3567016,780,polygon,1840003735
Garrett,Garrett,PA,Pennsylvania,Somerset,42111,15542,39.8631361,-79.0580823,456,polygon,1840003736
Hooversville,Hooversville,PA,Pennsylvania,Somerset,42111,15936,40.1470217,-78.9119686,645,polygon,1840003737
Indian Lake,Indian Lake,PA,Pennsylvania,Somerset,42111,15563 15926,40.0467459,-78.8522447,394,polygon,1840003738
Jennerstown,Jennerstown,PA,Pennsylvania,Somerset,42111,15563 15531 15547,40.1597979,-79.066417,695,polygon,1840003739
Meyersdale,Meyersdale,PA,Pennsylvania,Somerset,42111,15552,39.8136931,-79.024748,2184,polygon,1840003740
New Baltimore,New Baltimore,PA,Pennsylvania,Somerset,42111,15530 15553,39.985914,-78.7727984,180,polygon,1840003741
New Centerville,New Centerville,PA,Pennsylvania,Somerset,42111,15557,39.9425771,-79.1911414,133,polygon,1840003742
Paint,Paint,PA,Pennsylvania,Somerset,42111,15963,40.2436873,-78.8489116,1023,polygon,1840003743
Rockwood,Rockwood,PA,Pennsylvania,Somerset,42111,15557,39.9156337,-79.1522515,890,polygon,1840003744
Salisbury,Salisbury,PA,Pennsylvania,Somerset,42111,15558,39.7528599,-79.0808605,727,polygon,1840003745
Shanksville,Shanksville,PA,Pennsylvania,Somerset,42111,15560 15563 15541,40.0178571,-78.9072458,237,polygon,1840003746
Somerset,Somerset,PA,Pennsylvania,Somerset,42111,15501,40.008411,-79.0780831,6277,polygon,1840003747
Stoystown,Stoystown,PA,Pennsylvania,Somerset,42111,15563,40.103411,-78.9494693,355,polygon,1840003748
Ursina,Ursina,PA,Pennsylvania,Somerset,42111,15424 15485,39.8175772,-79.3278119,225,polygon,1840003749
Wellersburg,Wellersburg,PA,Pennsylvania,Somerset,42111,15564 15545,39.7328631,-78.8502988,181,polygon,1840003750
Windber,Windber,PA,Pennsylvania,Somerset,42111,15963,40.2397986,-78.8350223,4138,polygon,1840003751
Medford Lakes,Medford Lakes,NJ,New Jersey,Burlington,34005,08055,39.8584481,-74.8029395,4146,polygon,1840003752
